Episode,disturbance_level,Steps,Returns
1,0.8,68,-1435.037613949128
2,1.3,71,-1524.5445311169865
3,1.0,71,-1402.2674570856225
4,1.8,90,-1711.4324429222906
5,1.4,69,-1580.5225820593846
6,0.2,64,-1344.7984296388463
7,1.0,120,-1923.8936552084886
8,0.4,75,-1565.0940067160345
9,1.0,72,-1572.3253848785355
10,0.7,77,-1508.9549155752027
11,0.2,76,-1478.9571911708097
12,1.5,61,-1469.2424683009547
13,0.0,19,-1190.5031390150891
14,1.1,62,-1375.5775690025828
15,1.7,85,-1675.4282104303934
16,0.3,59,-1295.7869616182295
17,1.4,88,-1777.583328836245
18,0.2,79,-1615.310474932905
19,0.6,74,-1457.8815114711638
20,1.7,65,-1656.2474653546667
21,0.6,119,-2186.6299685103704
22,0.1,39,-1349.6720805298148
23,1.3,71,-1631.5624959405632
24,0.7,73,-1453.644710053547
25,1.4,69,-1700.4918750614245
26,1.7,91,-1723.3140765043559
27,0.1,39,-1285.9689396562173
28,1.1,71,-1518.6431890943759
29,1.2,95,-1659.0062035704725
30,0.2,89,-1572.2820000958404
31,0.6,94,-1397.043816130142
32,0.5,90,-1582.2791178867915
33,0.8,82,-1374.9682557184408
34,0.7,82,-1635.591005773439
35,0.8,77,-1488.943046397353
36,1.6,96,-1751.9007684302742
37,0.1,25,-1186.3402355607047
38,0.4,86,-1452.81342320326
39,0.0,31,-1267.4102378228192
40,0.1,29,-1224.4635531012514
41,0.2,77,-1423.9258518580486
42,0.1,34,-1220.0656270458446
43,0.8,88,-1630.2715193988454
44,0.9,69,-1534.7391495736151
45,0.4,98,-1467.386928838877
46,0.6,62,-1367.6443940849135
47,0.5,79,-1377.5931006300907
48,0.4,74,-1498.0754713602928
49,0.0,54,-1545.2130813330043
50,0.4,62,-1388.3868368795645
51,0.6,66,-1352.3040840847457
52,0.1,89,-1455.10389563035
53,0.4,69,-1480.0057964883006
54,0.0,30,-1276.1467428705678
55,1.5,72,-1499.8098961216158
56,1.0,90,-1620.8824816897627
57,0.1,41,-1409.4887186182336
58,1.2,77,-1572.1624268135029
59,0.1,38,-1227.8721333903597
60,1.8,77,-1793.0417232613822
61,0.9,64,-1326.497700329257
62,1.1,79,-1480.3058744629718
63,0.6,72,-1471.9178742717559
64,0.2,91,-1501.1389293382776
65,0.7,62,-1374.211919810874
66,1.2,81,-1581.3170236377823
67,1.2,67,-1601.4527979057134
68,0.4,75,-1600.6581576128056
69,0.4,74,-1410.8885220286486
70,0.5,68,-1438.003257856733
71,1.2,76,-1621.8565011076075
72,0.4,92,-1674.4958180867793
73,0.5,93,-1578.105033881226
74,1.2,64,-1444.5022939096584
75,1.2,69,-1600.6590832289635
76,0.4,90,-1820.5933714922419
77,1.3,97,-1883.409799818242
78,0.0,22,-1173.3476979227084
79,1.4,71,-1547.9527937690953
80,0.2,102,-1449.8364730123003
81,0.9,76,-1593.6315576819352
82,0.7,56,-1411.5477141257188
83,0.9,112,-1911.1153038193013
84,1.0,90,-1705.1395974716488
85,0.0,30,-1290.4294741699546
86,0.3,87,-1415.6166677555018
87,0.5,72,-1620.9965230774192
88,0.4,84,-1519.2486650936871
89,0.6,54,-1265.7981640765724
90,0.7,81,-1572.4048903607427
91,0.6,81,-1431.4982205892225
92,0.3,74,-1376.9249217944093
93,0.0,53,-1495.4695882026897
94,0.4,58,-1295.821163973403
95,1.7,104,-1915.612692631598
96,0.5,53,-1327.235168303481
97,0.1,71,-1457.3091087426778
98,0.1,28,-1203.0537508486868
99,0.1,71,-1524.7770792697877
100,1.1,71,-1558.3035660549972
101,1.0,57,-1362.37590424783
102,1.1,75,-1553.617518020766
103,0.9,71,-1457.6067977737735
104,0.6,66,-1425.9352678110904
105,1.1,65,-1460.7867522400456
106,0.7,102,-1804.3949386408085
107,0.4,77,-1538.3516834184609
108,0.0,29,-1241.7622476090107
109,0.9,102,-1741.5463400494705
110,0.8,78,-1508.3131479989922
111,1.3,107,-1919.1838195004268
112,0.1,83,-1369.640458118342
113,0.9,73,-1593.2722517446869
114,0.4,77,-1441.2244240470077
115,1.8,59,-1658.3227006826946
116,0.1,57,-1386.4284935153019
117,0.5,75,-1366.4708762861783
118,0.3,81,-1491.0874985714604
119,0.0,27,-1233.2047151903982
120,0.4,68,-1316.534689428503
121,0.0,60,-1435.7562036619115
122,0.3,73,-1341.0511674246584
123,0.2,59,-1273.6492338865494
124,1.0,101,-1846.3339906618248
125,0.0,24,-1220.8048017619
126,0.8,62,-1357.5588867566544
127,0.3,100,-1573.5355566396993
128,0.7,82,-1442.6252981155046
129,0.0,15,-1125.6675937702846
130,0.5,88,-1604.5148193759333
131,0.7,90,-1629.9314370275354
132,0.3,92,-1591.629238157437
133,0.3,89,-1436.2660377579737
134,0.6,76,-1368.789599635867
